OKPD,TNVED,name_OKPD,name_TNVED
27.3,9001,Кабели и арматура кабельная,"ВОЛОКНА ОПТИЧЕСКИЕ И ЖГУТЫ ВОЛОКОННО-ОПТИЧЕСКИЕ; КАБЕЛИ ВОЛОКОННО-ОПТИЧЕСКИЕ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 8544; ЛИСТЫ И ПЛАСТИНЫ ИЗ ПОЛЯРИЗАЦИОННОГО МАТЕРИАЛА; ЛИНЗЫ (ВКЛЮЧАЯ КОНТАКТНЫЕ), ПРИЗМЫ, ЗЕРКАЛА И ПРОЧИЕ ОПТИЧЕСКИЕ ЭЛЕМЕНТЫ, ИЗ ЛЮБОГО МАТЕРИАЛА, НЕОПРАВЛЕННЫЕ, КРОМЕ ТАКИХ ЭЛЕМЕНТОВ ИЗ ОПТИЧЕСКИ НЕ ОБРАБОТАННОГО СТЕКЛА"
27.4,8512,Оборудование электрическое осветительное,"ОБОРУДОВАНИЕ ЭЛЕКТРООСВЕТИТЕЛЬНОЕ ИЛИ СИГНАЛИЗАЦИОННОЕ (КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 8539), СТЕКЛООЧИСТИТЕЛИ, АНТИОБЛЕДЕНИТЕЛИ И ПРОТИВОЗАПОТЕВАТЕЛИ, ИСПОЛЬЗУЕМЫЕ НА ВЕЛОСИПЕДАХ ИЛИ МОТОРНЫХ ТРАНСПОРТНЫХ СРЕДСТВАХ"
27.5,6301,Приборы бытовые,ОДЕЯЛА И ПЛЕДЫ ДОРОЖНЫЕ
27.5,7322,Приборы бытовые,"РАДИАТОРЫ ДЛЯ ЦЕНТРАЛЬНОГО ОТОПЛЕНИЯ С НЕЭЛЕКТРИЧЕСКИМ НАГРЕВОМ И ИХ ЧАСТИ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ; ВОЗДУХОНАГРЕВАТЕЛИ И РАСПРЕДЕЛИТЕЛЬНЫЕ УСТРОЙСТВА ДЛЯ ПОДАЧИ ГОРЯЧЕГО ВОЗДУХА (ВКЛЮЧАЯ УСТРОЙСТВА ДЛЯ ПОДАЧИ ТАКЖЕ СВЕЖЕГО ИЛИ КОНДИЦИОНИРОВАННОГО ВОЗДУХА) С НЕЭЛЕКТРИЧЕСКИМ НАГРЕВОМ, ОБОРУДОВАННЫЕ ВСТРОЕННЫМ ВЕНТИЛЯТОРОМ ИЛИ ВОЗДУХОДУВКОЙ С ПРИВОДОМ ОТ ДВИГАТЕЛЯ И ИХ ЧАСТИ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
27.5,7418,Приборы бытовые,"ИЗДЕЛИЯ СТОЛОВЫЕ, КУХОННЫЕ ИЛИ ПРОЧИЕ ИЗДЕЛИЯ ДЛЯ БЫТОВЫХ НУЖД И ИХ ЧАСТИ, ИЗ МЕДИ; МОЧАЛКИ ДЛЯ ЧИСТКИ КУХОННОЙ ПОСУДЫ, ПОДУШЕЧКИ ДЛЯ ЧИСТКИ ИЛИ ПОЛИРОВКИ, ПЕРЧАТКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ МЕДИ; ОБОРУДОВАНИЕ САНИТАРНО-ТЕХНИЧЕСКОЕ И ЕГО ЧАСТИ, ИЗ МЕДИ"
27.5,8422,Приборы бытовые,"МАШИНЫ ПОСУДОМОЕЧНЫЕ; ОБОРУДОВАНИЕ ДЛЯ МОЙКИ ИЛИ СУШКИ БУТЫЛОК ИЛИ ДРУГИХ ЕМКОСТЕЙ; ОБОРУДОВАНИЕ ДЛЯ ЗАПОЛНЕНИЯ, ЗАКУПОРКИ БУТЫЛОК, БАНОК, ЗАКРЫВАНИЯ ЯЩИКОВ, МЕШКОВ ИЛИ ДРУГИХ ЕМКОСТЕЙ, ДЛЯ ОПЕЧАТЫВАНИЯ ИХ ИЛИ ЭТИКЕТИРОВАНИЯ; ОБОРУДОВАНИЕ ДЛЯ ГЕРМЕТИЧНОЙ УКУПОРКИ КОЛПАКАМИ ИЛИ КРЫШКАМИ БУТЫЛОК, БАНОК, ТУБ И АНАЛОГИЧНЫХ ЕМКОСТЕЙ; ОБОРУДОВАНИЕ ДЛЯ УПАКОВКИ ИЛИ ОБЕРТКИ (ВКЛЮЧАЯ ОБОРУДОВАНИЕ, ОБЕРТЫВАЮЩЕЕ ТОВАР С ТЕРМОУСАДКОЙ УПАКОВОЧНОГО МАТЕРИАЛА) ПРОЧЕЕ; ОБОРУДОВАНИЕ ДЛЯ ГАЗИРОВАНИЯ НАПИТКОВ"
27.5,8451,Приборы бытовые,"ОБОРУДОВАНИЕ (КРОМЕ МАШИН ТОВАРНОЙ ПОЗИЦИИ 8450) ДЛЯ ПРОМЫВКИ, ЧИСТКИ, ОТЖИМА, СУШКИ, ГЛАЖЕНЬЯ, ПРЕССОВАНИЯ (ВКЛЮЧАЯ ПРЕССЫ ДЛЯ ТЕРМОФИКСАЦИИ МАТЕРИАЛОВ), БЕЛЕНИЯ, КРАШЕНИЯ, АППРЕТИРОВАНИЯ, ОТДЕЛКИ, НАНЕСЕНИЯ ПОКРЫТИЯ ИЛИ ПРОПИТКИ ПРЯЖИ, ТКАНЕЙ ИЛИ ГОТОВЫХ ТЕКСТИЛЬНЫХ ИЗДЕЛИЙ И МАШИНЫ ДЛЯ НАНЕСЕНИЯ ПАСТЫ НА ТКАНУЮ ИЛИ ДРУГУЮ ОСНОВУ, ИСПОЛЬЗУЕМЫЕ В ПРОИЗВОДСТВЕ НАПОЛЬНЫХ ПОКРЫТИЙ, ТАКИХ КАК ЛИНОЛЕУМ; МАШИНЫ ДЛЯ НАМАТЫВАНИЯ, РАЗМАТЫВАНИЯ, СКЛАДЫВАНИЯ, РЕЗКИ ИЛИ ПРОКАЛЫВАНИЯ ТЕКСТИЛЬНЫХ ТКАНЕЙ"
27.9,8504,Оборудование электрическое прочее,"ТРАНСФОРМАТОРЫ ЭЛЕКТРИЧЕСКИЕ, СТАТИЧЕСКИЕ ЭЛЕКТРИЧЕСКИЕ ПРЕОБРАЗОВАТЕЛИ (НАПРИМЕР, ВЫПРЯМИТЕЛИ), КАТУШКИ ИНДУКТИВНОСТИ И ДРОССЕЛИ"
27.9,8546,Оборудование электрическое прочее,ИЗОЛЯТОРЫ ЭЛЕКТРИЧЕСКИЕ ИЗ ЛЮБЫХ МАТЕРИАЛОВ
27.9,8547,Оборудование электрическое прочее,"АРМАТУРА ИЗОЛИРУЮЩАЯ ДЛЯ ЭЛЕКТРИЧЕСКИХ МАШИН, УСТРОЙСТВ ИЛИ ОБОРУДОВАНИЯ, ИЗГОТОВЛЕННАЯ ПОЛНОСТЬЮ ИЗ ИЗОЛЯЦИОННЫХ МАТЕРИАЛОВ, НЕ СЧИТАЯ НЕКОТОРЫХ МЕТАЛЛИЧЕСКИХ КОМПОНЕНТОВ (НАПРИМЕР, РЕЗЬБОВЫХ ПАТРОНОВ), ВМОНТИРОВАННЫХ ПРИ ФОРМОВКЕ ИСКЛЮЧИТЕЛЬНО С ЦЕЛЬЮ СБОРКИ, КРОМЕ ИЗОЛЯТОРОВ ТОВАРНОЙ ПОЗИЦИИ 8546; ТРУБКИ ДЛЯ ЭЛЕКТРОПРОВОДКИ И СОЕДИНИТЕЛЬНЫЕ ДЕТАЛИ ДЛЯ НИХ, ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ОБЛИЦОВАННЫЕ ИЗОЛЯЦИОННЫМ МАТЕРИАЛОМ"
27.9,8548,Оборудование электрическое прочее,"ОТХОДЫ И ЛОМ ПЕРВИЧНЫХ ЭЛЕМЕНТОВ, ПЕРВИЧНЫХ БАТАРЕЙ И ЭЛЕКТРИЧЕСКИХ АККУМУЛЯТОРОВ; ОТРАБОТАВШИЕ ПЕРВИЧНЫЕ ЭЛЕМЕНТЫ, ОТРАБОТАВШИЕ ПЕРВИЧНЫЕ БАТАРЕИ И ОТРАБОТАВШИЕ ЭЛЕКТРИЧЕСКИЕ АККУМУЛЯТОРЫ; ЭЛЕКТРИЧЕСКИЕ ЧАСТИ ОБОРУДОВАНИЯ ИЛИ АППАРАТУРЫ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
28.1,8406,Машины и оборудование общего назначения,ТУРБИНЫ НА ВОДЯНОМ ПАРУ И ТУРБИНЫ ПАРОВЫЕ ПРОЧИЕ
28.1,8502,Машины и оборудование общего назначения,ЭЛЕКТРОГЕНЕРАТОРНЫЕ УСТАНОВКИ И ВРАЩАЮЩИЕСЯ ЭЛЕКТРИЧЕСКИЕ ПРЕОБРАЗОВАТЕЛИ
28.2,8414,Машины и оборудование общего назначения прочие,"НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ"
28.2,8487,Машины и оборудование общего назначения прочие,"ЧАСТИ ОБОРУДОВАНИЯ, НЕ ИМЕЮЩИЕ ЭЛЕКТРИЧЕСКИХ СОЕДИНЕНИЙ, ИЗОЛЯТОРОВ, КОНТАКТОВ, КАТУШЕК ИЛИ ДРУГИХ ЭЛЕКТРИЧЕСКИХ ДЕТАЛЕЙ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
28.2,8519,Машины и оборудование общего назначения прочие,АППАРАТУРА ЗВУКОЗАПИСЫВАЮЩАЯ ИЛИ ЗВУКОВОСПРОИЗВОДЯЩАЯ
28.2,9015,Машины и оборудование общего назначения прочие,"ПРИБОРЫ И ИНСТРУМЕНТЫ ГЕОДЕЗИЧЕСКИЕ ИЛИ ТОПОГРАФИЧЕСКИЕ (ВКЛЮЧАЯ ФОТОГРАММЕТРИЧЕСКИЕ), ГИДРОГРАФИЧЕСКИЕ, ОКЕАНОГРАФИЧЕСКИЕ, ГИДРОЛОГИЧЕСКИЕ, МЕТЕОРОЛОГИЧЕСКИЕ ИЛИ ГЕОФИЗИЧЕСКИЕ, КРОМЕ КОМПАСОВ; ДАЛЬНОМЕРЫ"
28.2,9017,Машины и оборудование общего назначения прочие,"ИНСТРУМЕНТЫ ДЛЯ ЧЕРЧЕНИЯ, РАЗМЕТКИ ИЛИ МАТЕМАТИЧЕСКИХ РАСЧЕТОВ (НАПРИМЕР, ЧЕРТЕЖНЫЕ МАШИНЫ, ПАНТОГРАФЫ, ТРАНСПОРТИРЫ, ЧЕРТЕЖНЫЕ НАБОРЫ, ЛОГАРИФМИЧЕСКИЕ ЛИНЕЙКИ, ДИСКОВЫЕ КАЛЬКУЛЯТОРЫ); ИНСТРУМЕНТЫ РУЧНЫЕ ДЛЯ ИЗМЕРЕНИЯ ЛИНЕЙНЫХ РАЗМЕРОВ (НАПРИМЕР, ИЗМЕРИТЕЛЬНЫЕ СТЕРЖНИ И РУЛЕТКИ, МИКРОМЕТРЫ, КРОНЦИРКУЛИ), В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
28.3,8716,Машины и оборудование для сельского и лесного хозяйства,ПРИЦЕПЫ И ПОЛУПРИЦЕПЫ; ПРОЧИЕ НЕСАМОХОДНЫЕ ТРАНСПОРТНЫЕ СРЕДСТВА; ИХ ЧАСТИ
28.4,8479,Оборудование металлообрабатывающее и станки,"МАШИНЫ И МЕХАНИЧЕСКИЕ УСТРОЙСТВА, ИМЕЮЩИЕ ИНДИВИДУАЛЬНЫЕ ФУНКЦИИ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
28.4,8543,Оборудование металлообрабатывающее и станки,"МАШИНЫ ЭЛЕКТРИЧЕСКИЕ И АППАРАТУРА, ИМЕЮЩИЕ ИНДИВИДУАЛЬНЫЕ ФУНКЦИИ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
28.9,8401,Оборудование специального назначения прочее,"РЕАКТОРЫ ЯДЕРНЫЕ; ТЕПЛОВЫДЕЛЯЮЩИЕ ЭЛЕМЕНТЫ (ТВЭЛЫ), НЕОБЛУЧЕННЫЕ, ДЛЯ ЯДЕРНЫХ РЕАКТОРОВ; ОБОРУДОВАНИЕ И УСТРОЙСТВА ДЛЯ РАЗДЕЛЕНИЯ ИЗОТОПОВ"
28.9,8417,Оборудование специального назначения прочее,"ГОРНЫ И ПЕЧИ ПРОМЫШЛЕННЫЕ ИЛИ ЛАБОРАТОРНЫЕ, ВКЛЮЧАЯ МУСОРОСЖИГАТЕЛЬНЫЕ ПЕЧИ, НЕЭЛЕКТРИЧЕСКИЕ"
28.9,8428,Оборудование специального назначения прочее,"МАШИНЫ И УСТРОЙСТВА ДЛЯ ПОДЪЕМА, ПЕРЕМЕЩЕНИЯ, ПОГРУЗКИ ИЛИ РАЗГРУЗКИ (НАПРИМЕР, ЛИФТЫ, ЭСКАЛАТОРЫ, КОНВЕЙЕРЫ, КАНАТНЫЕ ДОРОГИ) ПРОЧИЕ"
28.9,8434,Оборудование специального назначения прочее,"УСТАНОВКИ И АППАРАТЫ ДОИЛЬНЫЕ, ОБОРУДОВАНИЕ ДЛЯ ОБРАБОТКИ И ПЕРЕРАБОТКИ МОЛОКА"
28.9,8444,Оборудование специального назначения прочее,"МАШИНЫ ДЛЯ ЭКСТРУДИРОВАНИЯ, ВЫТЯГИВАНИЯ, ТЕКСТУРИРОВАНИЯ И РЕЗАНИЯ ИСКУССТВЕННЫХ ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ"
28.9,8449,Оборудование специального назначения прочее,"ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА ИЛИ ОТДЕЛКИ ВОЙЛОКА ИЛИ ФЕТРА ИЛИ НЕТКАННЫХ МАТЕРИАЛОВ В КУСКЕ ИЛИ В КРОЕ, ВКЛЮЧАЯ ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА ФЕТРОВЫХ ШЛЯП, БОЛВАНЫ ДЛЯ ИЗГОТОВЛЕНИЯ ШЛЯП"
28.9,8466,Оборудование специального назначения прочее,"ЧАСТИ И ПРИНАДЛЕЖНОСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ ОБОРУДОВАНИЯ ТОВАРНЫХ ПОЗИЦИЙ 8456 - 8465, ВКЛЮЧАЯ ПРИСПОСОБЛЕНИЯ ДЛЯ КРЕПЛЕНИЯ ИНСТРУМЕНТА ИЛИ ДЕТАЛЕЙ, САМОРАСКРЫВАЮЩИЕСЯ РЕЗЬБОНАРЕЗНЫЕ ГОЛОВКИ, ДЕЛИТЕЛЬНЫЕ ГОЛОВКИ И ДРУГИЕ СПЕЦИАЛЬНЫЕ ПРИСПОСОБЛЕНИЯ К СТАНКАМ; ПРИСПОСОБЛЕНИЯ ДЛЯ КРЕПЛЕНИЯ РАБОЧИХ ИНСТРУМЕНТОВ ДЛЯ ВСЕХ ТИПОВ РУЧНЫХ ИНСТРУМЕНТОВ"
28.9,8701,Оборудование специального назначения прочее,ТРАКТОРЫ (КРОМЕ ТРАКТОРОВ ТОВАРНОЙ ПОЗИЦИИ 8709)
28.9,8704,Оборудование специального назначения прочее,МОТОРНЫЕ ТРАНСПОРТНЫЕ СРЕДСТВА ДЛЯ ПЕРЕВОЗКИ ГРУЗОВ
28.9,8805,Оборудование специального назначения прочее,СТАРТОВОЕ ОБОРУДОВАНИЕ ДЛЯ ЛЕТАТЕЛЬНЫХ АППАРАТОВ; ПАЛУБНЫЕ ТОРМОЗНЫЕ ИЛИ АНАЛОГИЧНЫЕ УСТРОЙСТВА; НАЗЕМНЫЕ ТРЕНАЖЕРЫ ДЛЯ ЛЕТНОГО СОСТАВА; ИХ ЧАСТИ
28.9,9031,Оборудование специального назначения прочее,"ИЗМЕРИТЕЛЬНЫЕ ИЛИ КОНТРОЛЬНЫЕ ПРИБОРЫ, УСТРОЙСТВА И МАШИНЫ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ПРОЕКТОРЫ ПРОФИЛЬНЫЕ"
28.9,9504,Оборудование специального назначения прочее,"КОНСОЛИ И ОБОРУДОВАНИЕ ДЛЯ ВИДЕОИГР, ТОВАРЫ ДЛЯ РАЗВЛЕЧЕНИЙ, НАСТОЛЬНЫЕ ИЛИ КОМНАТНЫЕ ИГРЫ, ВКЛЮЧАЯ СТОЛЫ ДЛЯ ИГРЫ В ПИНБОЛ, БИЛЬЯРД, СПЕЦИАЛЬНЫЕ СТОЛЫ ДЛЯ ИГР В КАЗИНО И АВТОМАТИЧЕСКОЕ ОБОРУДОВАНИЕ ДЛЯ БОУЛИНГА"
29.1,8408,Средства автотранспортные,ДВИГАТЕЛИ ВНУТРЕННЕГО СГОРАНИЯ ПОРШНЕВЫЕ С ВОСПЛАМЕНЕНИЕМ ОТ СЖАТИЯ (ДИЗЕЛИ ИЛИ ПОЛУДИЗЕЛИ)
29.1,8701,Средства автотранспортные,ТРАКТОРЫ (КРОМЕ ТРАКТОРОВ ТОВАРНОЙ ПОЗИЦИИ 8709)
29.1,8706,Средства автотранспортные,ШАССИ С УСТАНОВЛЕННЫМИ ДВИГАТЕЛЯМИ ДЛЯ МОТОРНЫХ ТРАНСПОРНЫХ СРЕДСТВ ТОВАРНЫХ ПОЗИЦИЙ 8701 - 8705
29.2,8609,Кузова (корпуса) для автотранспортных средств; прицепы и полуприцепы,"КОНТЕЙНЕРЫ (ВКЛЮЧАЯ ЕМКОСТИ ДЛЯ ПЕРЕВОЗКИ ЖИДКИХ ГРУЗОВ), СПЕЦИАЛЬНО ПРЕДНАЗНАЧЕННЫЕ И ОБОРУДОВАННЫЕ ДЛЯ ПЕРЕВОЗКИ ОДНИМ ИЛИ НЕСКОЛЬКИМИ ВИДАМИ ТРАНСПОРТА"
29.3,8544,Части и принадлежности для автотранспортных средств,"ПРОВОДА ИЗОЛИРОВАННЫЕ (ВКЛЮЧАЯ ЭМАЛИРОВАННЫЕ ИЛИ АНОДИРОВАННЫЕ), КАБЕЛИ (ВКЛЮЧАЯ КОАКСИАЛЬНЫЕ КАБЕЛИ) И ДРУГИЕ ИЗОЛИРОВАННЫЕ ЭЛЕКТРИЧЕСКИЕ ПРОВОДНИКИ С СОЕДИНИТЕЛЬНЫМИ ПРИСПОСОБЛЕНИЯМИ ИЛИ БЕЗ НИХ; КАБЕЛИ ВОЛОКОННО-ОПТИЧЕСКИЕ, СОСТАВЛЕННЫЕ ИЗ ВОЛОКОН С ИНДИВИДУАЛЬНЫМИ ОБОЛОЧКАМИ, НЕЗАВИСИМО ОТ ТОГО, НАХОДЯТСЯ ОНИ ИЛИ НЕТ В СБОРЕ С ЭЛЕКТРОПРОВОДНИКАМИ ИЛИ СОЕДИНИТЕЛЬНЫМИ ПРИСПОСОБЛЕНИЯМИ"
29.3,9401,Части и принадлежности для автотранспортных средств,"МЕБЕЛЬ ДЛЯ СИДЕНИЯ (КРОМЕ УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 9402), ТРАНСФОРМИРУЕМАЯ ИЛИ НЕ ТРАНСФОРМИРУЕМАЯ В КРОВАТИ, И ЕЕ ЧАСТИ"
30.1,8902,"Корабли, суда и лодки",СУДА РЫБОЛОВНЫЕ; ПЛАВУЧИЕ БАЗЫ И ПРОЧИЕ ПЛАВУЧИЕ СРЕДСТВА ДЛЯ ПЕРЕРАБОТКИ И КОНСЕРВИРОВАНИЯ РЫБНЫХ ПРОДУКТОВ
30.1,8904,"Корабли, суда и лодки",БУКСИРЫ И СУДА-ТОЛКАЧИ
30.2,8604,Локомотивы железнодорожные и подвижной состав,"ТРАНСПОРТНЫЕ СРЕДСТВА САМОХОДНЫЕ ИЛИ НЕСАМОХОДНЫЕ,ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РЕМОНТА ИЛИ ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ (НАПРИМЕР,ВАГОНЫ-МАСТЕРСКИЕ,КРАНЫ,ШПАЛОПОДБИВОЧНЫЕ МАШ."
30.2,8605,Локомотивы железнодорожные и подвижной состав,"ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ИЛИ ТРАМВАЙНЫЕ ПАССАЖИРСКИЕ НЕСАМОХОДНЫЕ;  ВАГОНЫ БАГАЖНЫЕ, ПОЧТОВЫЕ И ПРОЧИЕ СПЕЦИАЛЬНЫЕ  ЖЕЛЕЗНОДОРОЖНЫЕ ИЛИ ТРАМВАЙНЫЕ, НЕСАМОХОДНЫЕ (КРОМЕ ВХОДЯЩИХ В ТОВАРНУЮ ПОЗИЦИЮ 8604)"
30.2,8608,Локомотивы железнодорожные и подвижной состав,"ПУТЕВОЕ ОБОРУДОВАНИЕ И УСТРОЙСТВА ДЛЯ ЖЕЛЕЗНОДОРОЖ.ИЛИ ТРАМВАЙНЫХ ПУТЕЙ; МЕХАНИЧ.(ВКЛЮЧАЯ ЭЛЕКТРОМЕХА.)СИГНАЛЬНОЕ ОБОРУДОВАНИЕ, УСТРОЙСТВА ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ ИЛИ УПРАВЛЕНИЯ ДВИЖЕНИЕМ...ИХ ЧАСТИ"
30.3,8407,Аппараты летательные и космические и соответствующее оборудование,"ДВИГАТЕЛИ ВНУТРЕННЕГО СГОРАНИЯ С ИСКРОВЫМ ЗАЖИГАНИЕМ, С ВРАЩАЮЩИМСЯ ИЛИ ВОЗВРАТНО-ПОСТУПАТЕЛЬНЫМ ДВИЖЕНИЕМ ПОРШНЯ"
30.3,8409,Аппараты летательные и космические и соответствующее оборудование,"ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ ГЛАВНЫМ ОБРАЗОМ ДЛЯ ДВИГАТЕЛЕЙ ТОВАРНОЙ ПОЗИЦИИ 8407 ИЛИ 8408"
30.3,8412,Аппараты летательные и космические и соответствующее оборудование,ДВИГАТЕЛИ И СИЛОВЫЕ УСТАНОВКИ ПРОЧИЕ
30.3,8801,Аппараты летательные и космические и соответствующее оборудование,"АЭРОСТАТЫ И ДИРИЖАБЛИ;ПЛАНЕРЫ, ДЕЛЬТАПЛАНЫ И ДРУГИЕ БЕЗМОТОРНЫЕ ЛЕТАТЕЛЬ НЫЕ АППАРАТЫ"
30.3,9401,Аппараты летательные и космические и соответствующее оборудование,"МЕБЕЛЬ ДЛЯ СИДЕНИЯ (КРОМЕ УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 9402), ТРАНСФОРМИРУЕМАЯ ИЛИ НЕ ТРАНСФОРМИРУЕМАЯ В КРОВАТИ, И ЕЕ ЧАСТИ"
